accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material,experiment_type,collection_date,env_package_type
mgm4505955.3,KA2F.A.06,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505956.3,KA2F.A.07,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505957.3,KA2F.A.08,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505958.3,KA2F.A.09,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505959.3,KA2F.A.10,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505960.3,KA2F.A.11,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505961.3,KA2F.A.12,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505962.3,KA2F.A.13,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505963.3,KA2F.A.14,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505964.3,KA2F.A.15,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505965.3,KA2F.A.16,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505966.3,KA2F.A.17,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505967.3,KA2F.A.18,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505968.3,KA2F.A.19,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505969.3,KA2F.A.20,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505970.3,KA2F.A.21,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505971.3,KA2F.A.22,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505972.3,KA2F.A.23,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505973.3,KA2F.A.24,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505974.3,KA2F.A.25,88.22985,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4505975.3,KA2F.B.01,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505976.3,KA2F.B.02,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505977.3,KA2F.B.03,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505978.3,KA2F.B.04,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505979.3,KA2F.B.05,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505980.3,KA2F.B.06,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505981.3,KA2F.B.07,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505982.3,KA2F.B.08,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505983.3,KA2F.B.09,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505984.3,KA2F.B.10,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505985.3,KA2F.B.12,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505986.3,KA2F.B.13,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505987.3,KA2F.B.14,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505988.3,KA2F.B.15,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505989.3,KA2F.B.16,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505990.3,KA2F.B.17,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505991.3,KA2F.B.18,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505992.3,KA2F.B.19,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505993.3,KA2F.B.20,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505994.3,KA2F.B.21,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505995.3,KA2F.B.22,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505996.3,KA2F.B.23,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505997.3,KA2F.B.24,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505998.3,KA2F.B.25,88.2298,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4505999.3,KA2F.C.01,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506000.3,KA2F.C.02,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506001.3,KA2F.C.03,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506002.3,KA2F.C.04,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506003.3,KA2F.C.05,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506004.3,KA2F.C.06,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506005.3,KA2F.C.07,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506006.3,KA2F.C.08,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506007.3,KA2F.C.09,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506008.3,KA2F.C.10,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506009.3,KA2F.C.11,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506010.3,KA2F.C.12,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506011.3,KA2F.C.13,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506012.3,KA2F.C.14,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506013.3,KA2F.C.15,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506014.3,KA2F.C.16,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506015.3,KA2F.C.17,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506016.3,KA2F.C.18,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506017.3,KA2F.C.19,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506018.3,KA2F.C.20,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506019.3,KA2F.C.21,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506020.3,KA2F.C.22,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506021.3,KA2F.C.23,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506022.3,KA2F.C.24,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506023.3,KA2F.C.25,88.22997,41.841118,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506024.3,KA2F.D.01,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506025.3,KA2F.D.02,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506026.3,KA2F.D.03,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506027.3,KA2F.D.04,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506028.3,KA2F.D.05,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506029.3,KA2F.D.06,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506030.3,KA2F.D.07,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506031.3,KA2F.D.08,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506032.3,KA2F.D.09,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506033.3,KA2F.D.10,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506034.3,KA2F.D.11,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506035.3,KA2F.D.12,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506036.3,KA2F.D.13,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506037.3,KA2F.D.14,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506038.3,KA2F.D.15,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506039.3,KA2F.D.16,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506040.3,KA2F.D.17,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506041.3,KA2F.D.18,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506042.3,KA2F.D.19,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506043.3,KA2F.D.20,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506044.3,KA2F.D.21,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506045.3,KA2F.D.22,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506046.3,KA2F.D.24,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506047.3,KA2F.D.25,88.22965,41.84112,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-21 12:00:00 UTC-6,soil
mgm4506048.3,KA2F.E.01,88.229576,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506049.3,KA2F.E.02,88.229576,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506050.3,KA2F.E.03,88.229576,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506051.3,KA2F.E.04,88.229576,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506052.3,KA2F.E.05,88.229576,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506053.3,KA2F.E.06,88.229576,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
mgm4506054.3,KA2F.E.07,88.229576,41.841125,USA,FL_Spatial_Study_Complete,"Temperate grasslands, savannas, and shrubland biome",cultivated habitat,surface soil,Amplicon,2010-11-19 12:00:00 UTC-6,soil
